,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.04878048780487805,0.07317073170731707,0.14634146341463414,0.024390243902439025,0.024390243902439025,0.0,0.07317073170731707,0.024390243902439025,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.0,0.04878048780487805,0.024390243902439025,0.0975609756097561,0.0
1,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.05952380952380952,0.0,0.07142857142857142,0.09523809523809523,0.03571428571428571,0.21428571428571427,0.08333333333333333,0.047619047619047616,0.023809523809523808,0.03571428571428571,0.03571428571428571,0.05952380952380952,0.047619047619047616
2,0.041666666666666664,0.08333333333333333,0.052083333333333336,0.052083333333333336,0.041666666666666664,0.0625,0.041666666666666664,0.03125,0.23958333333333334,0.03125,0.0625,0.03125,0.0625,0.03125,0.11458333333333333,0.020833333333333332
3,0.05263157894736842,0.15789473684210525,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.15789473684210525,0.13157894736842105,0.07894736842105263,0.0,0.02631578947368421,0.15789473684210525,0.0,0.0
4,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.12727272727272726,0.05454545454545454,0.03636363636363636,0.07272727272727272,0.01818181818181818,0.09090909090909091,0.09090909090909091,0.14545454545454545,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.09090909090909091,0.12727272727272726
5,0.0,0.0,0.08333333333333333,0.125,0.0,0.08333333333333333,0.0625,0.041666666666666664,0.125,0.0625,0.08333333333333333,0.020833333333333332,0.08333333333333333,0.0625,0.125,0.041666666666666664
6,0.023809523809523808,0.07142857142857142,0.19047619047619047,0.023809523809523808,0.0,0.047619047619047616,0.09523809523809523,0.07142857142857142,0.11904761904761904,0.07142857142857142,0.11904761904761904,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.09523809523809523,0.0
7,0.04081632653061224,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.04081632653061224,0.20408163265306123,0.02040816326530612,0.08163265306122448,0.0,0.02040816326530612,0.061224489795918366,0.08163265306122448,0.04081632653061224
8,0.047619047619047616,0.0,0.19047619047619047,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.16666666666666666,0.047619047619047616,0.19047619047619047,0.0,0.11904761904761904,0.0,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808
9,0.0,0.08333333333333333,0.15,0.06666666666666667,0.03333333333333333,0.016666666666666666,0.05,0.05,0.15,0.11666666666666667,0.05,0.016666666666666666,0.05,0.05,0.1,0.016666666666666666
10,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,0.07142857142857142,0.10714285714285714,0.14285714285714285,0.0,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.07142857142857142
11,0.03333333333333333,0.06666666666666667,0.08333333333333333,0.03333333333333333,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.016666666666666666,0.21666666666666667,0.05,0.03333333333333333,0.016666666666666666,0.03333333333333333,0.05,0.08333333333333333,0.06666666666666667
12,0.0,0.03333333333333333,0.06666666666666667,0.08333333333333333,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.0,0.2833333333333333,0.08333333333333333,0.08333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.03333333333333333,0.016666666666666666
13,0.047619047619047616,0.0,0.19047619047619047,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.16666666666666666,0.047619047619047616,0.19047619047619047,0.0,0.11904761904761904,0.0,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808
14,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.12727272727272726,0.05454545454545454,0.03636363636363636,0.07272727272727272,0.01818181818181818,0.09090909090909091,0.09090909090909091,0.14545454545454545,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.09090909090909091,0.12727272727272726
15,0.0,0.1016949152542373,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.0847457627118644,0.0847457627118644,0.06779661016949153,0.15254237288135594,0.13559322033898305,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.05084745762711865,0.06779661016949153,0.01694915254237288
16,0.04081632653061224,0.12244897959183673,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.0,0.1836734693877551,0.0,0.10204081632653061,0.08163265306122448,0.0,0.02040816326530612,0.061224489795918366,0.10204081632653061,0.08163265306122448,0.061224489795918366
17,0.09523809523809523,0.023809523809523808,0.09523809523809523,0.09523809523809523,0.023809523809523808,0.0,0.047619047619047616,0.0,0.16666666666666666,0.047619047619047616,0.14285714285714285,0.0,0.07142857142857142,0.09523809523809523,0.0,0.09523809523809523
18,0.0,0.08333333333333333,0.15,0.06666666666666667,0.03333333333333333,0.016666666666666666,0.05,0.05,0.15,0.11666666666666667,0.05,0.016666666666666666,0.05,0.05,0.1,0.016666666666666666
19,0.09195402298850575,0.022988505747126436,0.10344827586206896,0.04597701149425287,0.04597701149425287,0.022988505747126436,0.06896551724137931,0.10344827586206896,0.12643678160919541,0.034482758620689655,0.04597701149425287,0.05747126436781609,0.011494252873563218,0.05747126436781609,0.09195402298850575,0.06896551724137931
20,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.05952380952380952,0.0,0.07142857142857142,0.09523809523809523,0.03571428571428571,0.21428571428571427,0.08333333333333333,0.047619047619047616,0.023809523809523808,0.03571428571428571,0.03571428571428571,0.05952380952380952,0.047619047619047616
21,0.0,0.12,0.08,0.04,0.0,0.0,0.2,0.04,0.08,0.04,0.0,0.0,0.08,0.12,0.16,0.04
22,0.0,0.1016949152542373,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.0847457627118644,0.0847457627118644,0.06779661016949153,0.15254237288135594,0.13559322033898305,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.05084745762711865,0.06779661016949153,0.01694915254237288
23,0.0,0.03333333333333333,0.06666666666666667,0.08333333333333333,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.0,0.2833333333333333,0.08333333333333333,0.08333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.03333333333333333,0.016666666666666666
24,0.023809523809523808,0.07142857142857142,0.19047619047619047,0.023809523809523808,0.0,0.047619047619047616,0.09523809523809523,0.07142857142857142,0.11904761904761904,0.07142857142857142,0.11904761904761904,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.09523809523809523,0.0
25,0.0,0.10416666666666667,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.14583333333333334,0.08333333333333333,0.041666666666666664,0.0,0.0,0.041666666666666664,0.125,0.16666666666666666,0.0625,0.041666666666666664
26,0.05263157894736842,0.15789473684210525,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.15789473684210525,0.13157894736842105,0.07894736842105263,0.0,0.02631578947368421,0.15789473684210525,0.0,0.0
27,0.0,0.12,0.08,0.04,0.0,0.0,0.2,0.04,0.08,0.04,0.0,0.0,0.08,0.12,0.16,0.04
28,0.0,0.0,0.08333333333333333,0.125,0.0,0.08333333333333333,0.0625,0.041666666666666664,0.125,0.0625,0.08333333333333333,0.020833333333333332,0.08333333333333333,0.0625,0.125,0.041666666666666664
29,0.06578947368421052,0.039473684210526314,0.06578947368421052,0.07894736842105263,0.11842105263157894,0.039473684210526314,0.06578947368421052,0.10526315789473684,0.10526315789473684,0.07894736842105263,0.039473684210526314,0.013157894736842105,0.039473684210526314,0.06578947368421052,0.039473684210526314,0.039473684210526314
30,0.09195402298850575,0.022988505747126436,0.10344827586206896,0.04597701149425287,0.04597701149425287,0.022988505747126436,0.06896551724137931,0.10344827586206896,0.12643678160919541,0.034482758620689655,0.04597701149425287,0.05747126436781609,0.011494252873563218,0.05747126436781609,0.09195402298850575,0.06896551724137931
31,0.04878048780487805,0.07317073170731707,0.14634146341463414,0.024390243902439025,0.024390243902439025,0.0,0.07317073170731707,0.024390243902439025,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.0,0.04878048780487805,0.024390243902439025,0.0975609756097561,0.0
